2.320611234	-0.015453057
2.320861297	0.011638181
2.32111136	-0.032797183
2.321361423	0.020113904
2.321611486	0.005899039
2.321861549	0.018015001
2.322111613	0.004024009
2.322361676	0.015848521
2.322611739	-0.006848764
2.322861802	0.004405707
2.323111865	-0.015720075
2.323361928	0.014286807
2.323611991	0.01278615
2.323862055	0.016174351
2.324112118	0.001726192
2.324362181	-0.001458311
2.324612244	0.003213176
2.324862307	0.000920199
2.32511237	0.009946344
2.325362433	-0.015523986
2.325612497	0.010428985
2.32586256	-0.005279791
2.326112623	0.004384575
2.326362686	-0.007385179
2.326612749	0.010368253
2.326862812	0.006323139
2.327112875	-0.002001884
2.327362939	0.018582485
2.327613002	0.001646535
2.327863065	0.015038473
2.328113128	0.019474577
2.328363191	0.00697451
2.328613254	-0.007372512
2.328863318	-0.002425916
2.329113381	-0.013110387
2.329363444	-0.008646192
2.329613507	-0.004047764
2.32986357	-0.00304462
2.330113633	-0.002292386
2.330363696	0.00573563
2.33061376	0.000413661
2.330863823	0.001730915
2.331113886	-0.003866145
2.331363949	-0.008950197
2.331614012	-0.010101605
2.331864075	-0.002898084
2.332114138	0.003048276
2.332364202	-0.002657136
2.332614265	0.002665914
2.332864328	-0.006136348
2.333114391	-0.003530651
2.333364454	-0.005678998
2.333614517	-0.007007765
2.33386458	-0.005027906
2.334114644	-0.009694244
2.334364707	-0.004185447
2.33461477	-0.009615113
2.334864833	-0.005508596
2.335114896	-0.012274972
2.335364959	-0.007803862
2.335615023	-0.001918955
2.335865086	-0.006153573
2.336115149	-0.009852688
2.336365212	-0.00572095
2.336615275	-0.012866762
2.336865338	-0.006072107
2.337115401	-0.004243127
2.337365465	-0.004022486
2.337615528	0.001150803
2.337865591	0.001235781
2.338115654	-0.001997786
2.338365717	0.000918149
2.33861578	-0.000707927
2.338865843	-0.001648218
2.339115907	0.001980196
2.33936597	-0.000522463
2.339616033	-0.002679037
2.339866096	-0.001431718
2.340116159	-0.00223992
2.340366222	-0.002340631
2.340616285	-0.000123893
2.340866349	0.006096603
